# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "index/reference.gff" "-o" "counts.txt" "bam/SRR10379724.bam" "bam/SRR10379725.bam" "bam/SRR10379726.bam" "bam/SRR10379721.bam" "bam/SRR10379722.bam" "bam/SRR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR10379724.bam	bam/SRR10379725.bam	bam/SRR10379726.bam	bam/SRR10379721.bam	bam/SRR10379722.bam	bam/SRR10379723.bam
gene-SAOUHSC_01013	CP000253.1	982552	984741	+	2190	41318	42541	14856	19994	17809	14868
gene-SAOUHSC_01014	CP000253.1	984720	986204	+	1485	40660	45024	8943	21426	17484	16360
gene-SAOUHSC_01015	CP000253.1	986197	987225	+	1029	32412	41213	12011	17874	15324	14717
gene-SAOUHSC_01016	CP000253.1	987228	987794	+	567	18959	29133	4551	11612	9658	9666
gene-SAOUHSC_01017	CP000253.1	987809	989287	+	1479	51131	75158	15894	34318	28793	28036
gene-SAOUHSC_01018	CP000253.1	989309	990556	+	1248	62647	70869	23303	50613	36900	40198
gene-SAOUHSC_01019	CP000253.1	990821	991627	-	807	1012	1064	72	2560	1544	2385
gene-SAOUHSC_01021	CP000253.1	991620	993020	-	1401	4273	4516	964	6518	5297	5645
gene-SAOUHSC_01022	CP000253.1	993035	993610	-	576	2304	2491	488	1606	1280	1392
gene-SAOUHSC_01023	CP000253.1	993974	994093	+	120	42	45	11	215	183	199
gene-SAOUHSC_01024	CP000253.1	994194	994328	-	135	5111	5030	98	1469	1354	750
gene-SAOUHSC_01025	CP000253.1	994480	995775	+	1296	25939	31803	5308	16653	15506	13527
gene-SAOUHSC_01026	CP000253.1	996200	997372	+	1173	2627	4032	528	1388	1198	1008
gene-SAOUHSC_01027	CP000253.1	997426	997968	+	543	20034	14677	5883	7850	7273	5043
gene-SAOUHSC_01028	CP000253.1	998122	998388	+	267	24358	19929	7244	10999	10832	6927
gene-SAOUHSC_01029	CP000253.1	998391	1000109	+	1719	149276	131597	32754	83994	84378	54183
gene-SAOUHSC_01030	CP000253.1	1000346	1000579	-	234	484	336	13	559	340	375
gene-SAOUHSC_01031	CP000253.1	1000777	1002138	+	1362	5298	5609	1090	10556	7745	6449
gene-SAOUHSC_01032	CP000253.1	1002135	1003154	+	1020	4329	5071	294	8123	5910	4893
gene-SAOUHSC_01034	CP000253.1	1003287	1003949	+	663	6135	8706	2584	6632	5629	4012
gene-SAOUHSC_A00992	CP000253.1	1003967	1004122	+	156	1200	1314	401	1431	1410	901
gene-SAOUHSC_01035	CP000253.1	1004298	1005995	-	1698	34295	30279	3179	25286	18037	13750
gene-SAOUHSC_01036	CP000253.1	1005995	1006213	-	219	2988	4493	263	1879	1297	1218
gene-SAOUHSC_01037	CP000253.1	1006242	1006364	-	123	355	787	5	126	138	108
gene-SAOUHSC_01038	CP000253.1	1006694	1007245	-	552	2274	2235	315	2586	1729	1595
gene-SAOUHSC_01039	CP000253.1	1007610	1008236	+	627	5627	6295	260	3487	2171	2109
gene-SAOUHSC_01040	CP000253.1	1008407	1009519	+	1113	33115	21669	7505	36740	33967	25448
gene-SAOUHSC_01041	CP000253.1	1009523	1010500	+	978	26423	15083	12853	28849	24685	19361
gene-SAOUHSC_01042	CP000253.1	1010591	1011883	+	1293	55784	34775	18772	59206	53161	39646
gene-SAOUHSC_01043	CP000253.1	1011887	1013293	+	1407	80943	36976	13100	81787	65140	52311
gene-SAOUHSC_01044	CP000253.1	1013461	1013736	+	276	1004	1317	240	808	642	540
gene-SAOUHSC_01045	CP000253.1	1013880	1014419	+	540	1385	2251	98	1398	1488	1333
gene-SAOUHSC_01046	CP000253.1	1014432	1015526	+	1095	1948	3307	149	2633	2919	2466
gene-SAOUHSC_01047	CP000253.1	1015519	1016316	+	798	655	1051	89	1177	1162	1184
gene-SAOUHSC_01048	CP000253.1	1016322	1017131	+	810	1292	1848	108	2524	2417	2446
gene-SAOUHSC_01049	CP000253.1	1017131	1018204	+	1074	4984	5909	4235	6684	6231	5659
gene-SAOUHSC_01050	CP000253.1	1018278	1019297	+	1020	32272	48074	6489	38377	28817	30311
gene-SAOUHSC_01051	CP000253.1	1019580	1019999	+	420	3645	5049	609	1259	872	676
gene-SAOUHSC_01053	CP000253.1	1020081	1021433	-	1353	2990	3990	446	2098	1454	1383
gene-SAOUHSC_01054	CP000253.1	1021617	1022231	-	615	2089	2347	259	1355	867	565
gene-SAOUHSC_01055	CP000253.1	1022388	1023215	+	828	8985	9252	3418	19669	14909	12677
gene-SAOUHSC_01057	CP000253.1	1023313	1023600	+	288	2857	3314	422	2178	1726	1616
gene-SAOUHSC_01058	CP000253.1	1023662	1025509	+	1848	14543	11768	2407	21388	14998	17657
gene-SAOUHSC_01060	CP000253.1	1025649	1025816	-	168	1112	1236	134	875	744	610
gene-SAOUHSC_01061	CP000253.1	1025818	1026300	-	483	2591	2763	245	2063	1498	1475
gene-SAOUHSC_01062	CP000253.1	1026441	1026716	+	276	6704	4901	349	2890	2336	1944
gene-SAOUHSC_01063	CP000253.1	1027030	1028256	+	1227	6266	7557	872	4912	3524	3402
gene-SAOUHSC_01064	CP000253.1	1028810	1032262	+	3453	53857	51889	13026	18684	14697	12178
gene-SAOUHSC_01065	CP000253.1	1032402	1033472	-	1071	7625	8584	2031	5561	4243	3754
gene-SAOUHSC_01066	CP000253.1	1033753	1034664	+	912	9699	10767	1818	3834	4488	2625
gene-SAOUHSC_01067	CP000253.1	1034689	1035150	+	462	6538	8476	434	2914	2815	2087
gene-SAOUHSC_01068	CP000253.1	1035362	1035565	+	204	236	459	35	80	60	102
gene-SAOUHSC_01069	CP000253.1	1035693	1036514	+	822	5092	6238	670	3533	2886	2303
gene-SAOUHSC_01070	CP000253.1	1036530	1036964	+	435	2321	2576	402	1905	1508	1241
gene-SAOUHSC_01071	CP000253.1	1037027	1037953	-	927	2387	3852	672	1524	1131	863
gene-SAOUHSC_01072	CP000253.1	1038192	1038446	+	255	1011	1018	35	489	395	265
gene-SAOUHSC_01073	CP000253.1	1038449	1038838	-	390	987	1170	77	587	367	386
gene-SAOUHSC_01074	CP000253.1	1038980	1039450	+	471	1066	1687	372	1282	774	976
gene-SAOUHSC_01075	CP000253.1	1039452	1039934	+	483	1840	2272	346	2624	1560	2020
gene-SAOUHSC_01076	CP000253.1	1039996	1041135	-	1140	1354	1731	128	1193	929	786
gene-SAOUHSC_01077	CP000253.1	1041262	1041819	+	558	20363	18235	1621	38899	32688	34653
gene-SAOUHSC_A01041	CP000253.1	1041731	1041955	-	225	825	2387	234	1458	1240	2117
gene-SAOUHSC_01078	CP000253.1	1041899	1042030	+	132	1965	1271	234	2678	2009	2277
gene-SAOUHSC_01079	CP000253.1	1042227	1044164	-	1938	519	471	75	1876	1344	1428
gene-SAOUHSC_01081	CP000253.1	1044368	1045420	-	1053	1618	2933	407	1028	634	588
gene-SAOUHSC_01082	CP000253.1	1045629	1046312	+	684	369	419	38	279	209	187
gene-SAOUHSC_01084	CP000253.1	1046312	1047388	+	1077	359	510	17	482	284	321
gene-SAOUHSC_01085	CP000253.1	1047415	1048263	+	849	205	252	18	421	273	251
gene-SAOUHSC_01086	CP000253.1	1048276	1049052	+	777	109	145	17	207	127	144
gene-SAOUHSC_01087	CP000253.1	1048947	1049240	+	294	45	50	6	91	63	70
gene-SAOUHSC_01088	CP000253.1	1049302	1050036	+	735	77	103	13	149	85	109
gene-SAOUHSC_01089	CP000253.1	1050055	1050378	+	324	56	103	3	151	70	113
gene-SAOUHSC_01090	CP000253.1	1050415	1050522	+	108	7	12	0	14	5	5
gene-SAOUHSC_01091	CP000253.1	1050762	1051502	+	741	4569	4813	685	2410	1825	1702
gene-SAOUHSC_01092	CP000253.1	1051883	1052941	+	1059	1431	1631	420	1066	918	682
gene-SAOUHSC_01093	CP000253.1	1052941	1055343	+	2403	8009	10092	1610	5283	3766	3513
gene-SAOUHSC_01095	CP000253.1	1055514	1056452	-	939	975	1066	273	744	534	428
gene-SAOUHSC_01096	CP000253.1	1056822	1057082	+	261	1716	2074	202	1519	1214	1097
gene-SAOUHSC_01097	CP000253.1	1057090	1057611	+	522	2192	2144	90	2630	1930	1690
gene-SAOUHSC_01098	CP000253.1	1057684	1059396	+	1713	4362	4065	334	5616	4364	3167
gene-SAOUHSC_01099	CP000253.1	1059406	1061754	+	2349	9043	8904	1514	10287	8408	6624
gene-SAOUHSC_01100	CP000253.1	1061927	1062241	+	315	16088	13662	1384	9507	7680	4184
gene-SAOUHSC_01101	CP000253.1	1062304	1062399	-	96	169	215	4	186	118	131
gene-SAOUHSC_01102	CP000253.1	1062634	1064346	+	1713	6544	8151	1656	4987	4591	3254
gene-SAOUHSC_01103	CP000253.1	1064670	1065284	+	615	12832	12467	1384	8415	8544	5937
gene-SAOUHSC_01104	CP000253.1	1065336	1067102	+	1767	50041	57134	20125	52389	52612	37515
gene-SAOUHSC_01105	CP000253.1	1067102	1067917	+	816	30401	27635	5691	38795	36205	27260
gene-SAOUHSC_01106	CP000253.1	1068153	1068953	+	801	7480	9319	2110	4597	4202	2737
gene-SAOUHSC_01107	CP000253.1	1068965	1069552	+	588	4346	4877	525	3102	2622	1849
gene-SAOUHSC_01108	CP000253.1	1069545	1070048	+	504	4692	5742	286	3490	3206	1990
gene-SAOUHSC_01109	CP000253.1	1070176	1070343	+	168	5	2	0	1	0	2
gene-SAOUHSC_01110	CP000253.1	1070537	1070866	+	330	21245	8992	249	15008	9881	7904
gene-SAOUHSC_01111	CP000253.1	1071183	1071275	-	93	6	1	1	6	6	6
gene-SAOUHSC_01112	CP000253.1	1071235	1071636	-	402	1357	755	23	1661	1234	1077
gene-SAOUHSC_01113	CP000253.1	1072308	1072814	+	507	543	552	40	1160	712	1202
gene-SAOUHSC_01114	CP000253.1	1073073	1073570	+	498	9179	4843	462	7297	5167	4302
gene-SAOUHSC_01115	CP000253.1	1073724	1074074	+	351	5906	3381	142	4965	3201	3034
gene-SAOUHSC_01118	CP000253.1	1074500	1074745	+	246	654	578	377	693	494	397
gene-SAOUHSC_A01079	CP000253.1	1074797	1074952	+	156	36	22	9	57	51	44
gene-SAOUHSC_01119	CP000253.1	1074896	1075081	-	186	330	212	22	238	99	155
gene-SAOUHSC_A01081	CP000253.1	1075291	1075509	-	219	321	417	67	62	46	113
gene-SAOUHSC_01120	CP000253.1	1075703	1075936	-	234	1855	1788	117	1019	784	759
gene-SAOUHSC_01121	CP000253.1	1076413	1077372	-	960	33205	30644	2886	582541	377838	420517
gene-SAOUHSC_01122	CP000253.1	1078045	1078191	+	147	2	1	0	6	5	6
gene-SAOUHSC_01123	CP000253.1	1078148	1078372	+	225	640	333	8	2142	1480	1842
gene-SAOUHSC_01124	CP000253.1	1078816	1079532	-	717	434	536	42	1187	821	1067
gene-SAOUHSC_01125	CP000253.1	1079640	1080365	-	726	293	311	23	749	499	640
gene-SAOUHSC_01127	CP000253.1	1080460	1081185	-	726	344	413	37	759	593	616
gene-SAOUHSC_01128	CP000253.1	1081623	1082624	+	1002	388	399	79	970	803	733
gene-SAOUHSC_01129	CP000253.1	1082647	1083579	+	933	567	762	168	2084	1479	1565
gene-SAOUHSC_01130	CP000253.1	1083817	1085307	+	1491	2794	4098	1465	4031	3296	3216
gene-SAOUHSC_01131	CP000253.1	1085615	1085842	+	228	1332	1192	42	854	641	718
gene-SAOUHSC_01133	CP000253.1	1086147	1087094	-	948	1635	1764	216	769	589	602
gene-SAOUHSC_01134	CP000253.1	1087343	1087531	+	189	203	234	9	119	65	62
gene-SAOUHSC_T0006	CP000253.1	1088006	1088079	-	74	487	381	96	274	357	115
gene-SAOUHSC_01135	CP000253.1	1088443	1088577	+	135	1331	1118	155	35708	13012	29621
gene-SAOUHSC_01136	CP000253.1	1088634	1088768	+	135	2278	875	719	56967	24881	44764
gene-SAOUHSC_01137	CP000253.1	1088892	1089587	+	696	1090	1513	178	2711	1519	2444
gene-SAOUHSC_01138	CP000253.1	1089696	1090136	-	441	4820	6465	356	6698	4675	5277
gene-SAOUHSC_01139	CP000253.1	1090331	1090558	+	228	695	952	20	1818	1169	1746
gene-SAOUHSC_01140	CP000253.1	1090500	1090661	-	162	624	589	353	1480	1102	1275
gene-SAOUHSC_01141	CP000253.1	1090750	1091952	+	1203	7078	6452	828	23559	16687	21654
gene-SAOUHSC_01142	CP000253.1	1092096	1092527	+	432	34635	24048	3588	10368	9163	5864
gene-SAOUHSC_01143	CP000253.1	1092564	1093478	+	915	41469	39370	13641	11648	10234	6779
gene-SAOUHSC_01144	CP000253.1	1093492	1093893	+	402	7451	9453	970	4830	3273	2928
gene-SAOUHSC_01145	CP000253.1	1093874	1096108	+	2235	19396	15947	4250	15722	12213	10305
gene-SAOUHSC_01146	CP000253.1	1096400	1097365	+	966	2369	1559	454	1694	1443	1193
gene-SAOUHSC_01147	CP000253.1	1097367	1098716	+	1350	6001	5594	941	4254	3612	2770
gene-SAOUHSC_01148	CP000253.1	1098732	1100051	+	1320	10272	12932	1854	6956	6264	5212
gene-SAOUHSC_01149	CP000253.1	1100157	1101569	+	1413	53202	68923	5734	23421	23180	16343
gene-SAOUHSC_01150	CP000253.1	1101602	1102774	+	1173	89422	102792	44106	43171	38426	28676
gene-SAOUHSC_01152	CP000253.1	1103160	1103825	+	666	2927	4180	349	2325	2021	1577
gene-SAOUHSC_01153	CP000253.1	1103849	1104517	+	669	18668	21535	1466	17045	14559	13837
gene-SAOUHSC_01154	CP000253.1	1104514	1105077	+	564	21538	20859	6010	23346	22032	18164
gene-SAOUHSC_01155	CP000253.1	1105089	1105379	+	291	6465	4997	520	7055	5141	6709
gene-SAOUHSC_01156	CP000253.1	1105462	1106268	+	807	5531	7507	267	7467	6458	6179
gene-SAOUHSC_01158	CP000253.1	1106292	1106909	+	618	20530	26955	5288	28719	21722	23625
gene-SAOUHSC_01159	CP000253.1	1107130	1109883	+	2754	7826	11403	3081	5442	3991	3218
gene-SAOUHSC_01160	CP000253.1	1110173	1110970	+	798	1952	2463	177	1421	1120	847
gene-SAOUHSC_01161	CP000253.1	1111031	1111240	-	210	299	448	24	283	134	209
gene-SAOUHSC_01162	CP000253.1	1111794	1112285	+	492	1356	1900	168	1488	1345	1559
gene-SAOUHSC_01163	CP000253.1	1112285	1113202	+	918	6219	7514	1484	9290	7952	8288
gene-SAOUHSC_01164	CP000253.1	1113602	1114129	+	528	1919	1425	148	2400	1403	1358
gene-SAOUHSC_01165	CP000253.1	1114347	1115654	+	1308	7370	2611	140	1637	1060	1137
gene-SAOUHSC_01166	CP000253.1	1115682	1116563	+	882	12101	5148	645	1290	863	897
gene-SAOUHSC_01168	CP000253.1	1116581	1117855	+	1275	17919	7108	1218	2469	1810	1784
gene-SAOUHSC_01169	CP000253.1	1117857	1118957	+	1101	13777	4358	323	2162	1516	1490
gene-SAOUHSC_01170	CP000253.1	1118950	1122123	+	3174	35645	17354	4130	7722	5078	6119
gene-SAOUHSC_01171	CP000253.1	1122233	1122925	+	693	5160	3220	319	1863	1307	1552
gene-SAOUHSC_01172	CP000253.1	1122925	1123536	+	612	4174	2202	288	1908	1154	1590
gene-SAOUHSC_01173	CP000253.1	1123566	1123778	+	213	2525	3048	159	2066	1363	1586
gene-SAOUHSC_01174	CP000253.1	1124215	1124616	+	402	2693	2427	640	3181	2449	2255
gene-SAOUHSC_01175	CP000253.1	1124879	1126576	-	1698	7847	6650	522	10593	9129	6902
gene-SAOUHSC_01176	CP000253.1	1126851	1127474	+	624	19228	24576	1942	6174	5518	5049
gene-SAOUHSC_01177	CP000253.1	1127474	1127692	+	219	5729	7073	747	2507	2312	2011
gene-SAOUHSC_01178	CP000253.1	1127908	1129107	+	1200	3008	3440	530	3064	2520	2004
gene-SAOUHSC_01179	CP000253.1	1129107	1131515	+	2409	6141	6761	1818	7477	5629	5356
gene-SAOUHSC_01180	CP000253.1	1132021	1132974	+	954	510	470	25	1128	849	881
gene-SAOUHSC_01181	CP000253.1	1133137	1133415	-	279	13104	15625	2046	5942	6394	3365
gene-SAOUHSC_01182	CP000253.1	1133639	1134127	+	489	1724	2422	157	2549	2056	2133
gene-SAOUHSC_01183	CP000253.1	1134120	1135055	+	936	4375	6469	1204	6789	5770	5902
gene-SAOUHSC_01184	CP000253.1	1135052	1136359	+	1308	5933	8136	1155	8827	6555	7292
gene-SAOUHSC_01185	CP000253.1	1136362	1137456	+	1095	6688	9339	1639	9037	7278	7793
gene-SAOUHSC_01186	CP000253.1	1137463	1138206	+	744	3642	5792	1795	4693	4051	4391
gene-SAOUHSC_01187	CP000253.1	1138203	1140197	+	1995	11596	14458	2651	29403	19766	26491
gene-SAOUHSC_01188	CP000253.1	1140443	1141300	+	858	3135	3526	381	2845	2296	2152
gene-SAOUHSC_01189	CP000253.1	1141301	1141945	+	645	2512	2273	222	2757	2151	2123
gene-SAOUHSC_01190	CP000253.1	1141952	1142593	+	642	2850	3140	500	3748	2730	2995
gene-SAOUHSC_01191	CP000253.1	1142974	1143162	-	189	132835	107339	33131	81703	77596	43657
gene-SAOUHSC_01192	CP000253.1	1143605	1143979	+	375	3290	3844	489	5385	4579	3964
gene-SAOUHSC_01193	CP000253.1	1143994	1145640	+	1647	13845	12648	2297	22108	16405	15148
gene-SAOUHSC_01194	CP000253.1	1145830	1147890	+	2061	7432	7109	812	5090	4262	2773
gene-SAOUHSC_01196	CP000253.1	1148093	1148665	+	573	10202	10282	1110	3084	2799	1912
gene-SAOUHSC_01197	CP000253.1	1148670	1149656	+	987	19000	19652	6631	5174	5478	3436
gene-SAOUHSC_01198	CP000253.1	1149649	1150575	+	927	20852	18847	3893	5626	5742	3776
gene-SAOUHSC_01199	CP000253.1	1150568	1151302	+	735	22228	21069	5664	5976	5967	3858
gene-SAOUHSC_01200	CP000253.1	1151425	1151523	-	99	2429	5773	2850	575	573	509
gene-SAOUHSC_01201	CP000253.1	1151545	1151778	+	234	27569	19450	1633	6024	4896	3331
gene-SAOUHSC_01203	CP000253.1	1151894	1152625	+	732	1361	1624	319	721	601	550
gene-SAOUHSC_01204	CP000253.1	1152772	1156338	+	3567	5623	6462	712	5089	4100	3623
gene-SAOUHSC_01205	CP000253.1	1156338	1157588	+	1251	2700	3420	831	2723	2186	2193
gene-SAOUHSC_01206	CP000253.1	1157575	1157907	+	333	948	2001	95	845	635	778
gene-SAOUHSC_01207	CP000253.1	1157933	1159300	+	1368	12098	14740	2226	11601	9418	8310
gene-SAOUHSC_01208	CP000253.1	1159735	1160010	+	276	4354	5036	1149	15127	9677	9250
gene-SAOUHSC_01209	CP000253.1	1160198	1160701	+	504	613	737	77	2411	1706	1954
gene-SAOUHSC_01210	CP000253.1	1160701	1161438	+	738	1311	1463	417	5908	4396	4758
gene-SAOUHSC_01211	CP000253.1	1161541	1161891	+	351	54082	17812	4321	119977	100173	88754
gene-SAOUHSC_01212	CP000253.1	1162045	1162206	+	162	31	20	1	58	48	48
gene-SAOUHSC_01213	CP000253.1	1162135	1164741	-	2607	3371	3951	332	3363	2535	2405
gene-SAOUHSC_01214	CP000253.1	1165142	1166026	+	885	2145	2980	394	2163	1737	1504
gene-SAOUHSC_01215	CP000253.1	1166010	1166777	+	768	2364	3391	910	3057	2299	2422
gene-SAOUHSC_01216	CP000253.1	1166886	1168052	+	1167	29084	36404	20311	34933	38080	25003
gene-SAOUHSC_01218	CP000253.1	1168074	1168982	+	909	29153	32947	18009	44986	44650	31252
gene-SAOUHSC_01219	CP000253.1	1169209	1170327	+	1119	389	314	41	1608	1152	1312
gene-SAOUHSC_01220	CP000253.1	1170355	1171599	+	1245	381	384	26	1369	840	1201
gene-SAOUHSC_01221	CP000253.1	1171904	1172644	+	741	170	180	28	294	172	225
gene-SAOUHSC_01222	CP000253.1	1172818	1174893	+	2076	21615	33703	9513	18947	17165	16044
gene-SAOUHSC_01223	CP000253.1	1175049	1176356	+	1308	15349	25979	8933	19405	15673	16655
gene-SAOUHSC_01224	CP000253.1	1176773	1177669	+	897	6913	8798	1611	3574	3644	2168
gene-SAOUHSC_01225	CP000253.1	1177666	1178211	+	546	6527	8103	3274	4071	4523	2567
gene-SAOUHSC_01226	CP000253.1	1178277	1179680	+	1404	18254	22010	4093	11111	11564	7300
gene-SAOUHSC_01228	CP000253.1	1179705	1180478	+	774	13405	16725	1963	6767	6209	4253
gene-SAOUHSC_01230	CP000253.1	1180529	1180621	+	93	59	48	14	51	40	28
gene-SAOUHSC_01232	CP000253.1	1180857	1181588	+	732	35062	27291	3690	281853	244663	243085
gene-SAOUHSC_01233	CP000253.1	1181622	1181735	+	114	2097	2309	114	11948	8174	12430
gene-SAOUHSC_01234	CP000253.1	1181770	1182651	+	882	35144	28719	5798	144345	119201	116009
gene-SAOUHSC_01235	CP000253.1	1182788	1183510	+	723	2305	2319	728	3798	2774	2508
gene-SAOUHSC_01236	CP000253.1	1183529	1184083	+	555	4069	4029	706	7319	5206	5387
gene-SAOUHSC_01237	CP000253.1	1184456	1185226	+	771	2528	2998	251	1755	1629	1459
gene-SAOUHSC_01238	CP000253.1	1185233	1186015	+	783	2102	1962	364	2238	1816	1733
gene-SAOUHSC_01239	CP000253.1	1186354	1187538	+	1185	6553	8444	1257	6111	4417	4254
gene-SAOUHSC_01240	CP000253.1	1187558	1189261	+	1704	17738	19582	4387	15138	11411	10557
gene-SAOUHSC_01241	CP000253.1	1189525	1193835	+	4311	18590	18367	4265	38039	26910	28785
gene-SAOUHSC_01242	CP000253.1	1194125	1194592	+	468	2661	2926	431	6781	5659	5084
gene-SAOUHSC_01243	CP000253.1	1194613	1195788	+	1176	6859	4269	1351	16086	13629	11544
gene-SAOUHSC_01244	CP000253.1	1195809	1196093	+	285	1562	1445	362	3338	2527	2685
gene-SAOUHSC_01245	CP000253.1	1196090	1196407	+	318	1790	1857	383	3754	3021	2922
gene-SAOUHSC_01246	CP000253.1	1196412	1198529	+	2118	29773	25028	5630	51601	40451	37354
gene-SAOUHSC_01247	CP000253.1	1198915	1199265	+	351	5199	6364	1322	8659	6958	6416
gene-SAOUHSC_01248	CP000253.1	1199434	1200351	+	918	2869	3659	982	1788	1681	1278
gene-SAOUHSC_01249	CP000253.1	1200366	1201337	+	972	6871	7031	917	5309	4388	3181
gene-SAOUHSC_01250	CP000253.1	1201452	1201721	+	270	39023	36912	3372	102867	67043	78325
gene-SAOUHSC_01251	CP000253.1	1202091	1204187	+	2097	33484	37216	11212	34216	30669	26591
gene-SAOUHSC_01252	CP000253.1	1204525	1206096	+	1572	26393	27637	6411	35759	25271	24567
gene-SAOUHSC_01253	CP000253.1	1206478	1208721	+	2244	15033	14293	3746	12181	9587	7487
gene-SAOUHSC_01254	CP000253.1	1208726	1209439	+	714	3033	2625	928	1800	1643	1142
gene-SAOUHSC_01255	CP000253.1	1209470	1210735	+	1266	632	635	64	1309	889	955
gene-SAOUHSC_01256	CP000253.1	1210735	1212021	+	1287	1419	1715	344	2543	1937	1839
gene-SAOUHSC_01257	CP000253.1	1212021	1212725	+	705	1241	1247	600	2118	1689	1465
gene-SAOUHSC_01258	CP000253.1	1212830	1213657	+	828	5336	7630	1318	5625	4354	4388
gene-SAOUHSC_01259	CP000253.1	1213676	1214068	+	393	3112	3641	1828	3506	2523	2576
gene-SAOUHSC_01260	CP000253.1	1214102	1214680	+	579	3960	5364	475	4939	3269	3658
gene-SAOUHSC_01261	CP000253.1	1214907	1216058	+	1152	3405	3562	331	2575	1976	1840
gene-SAOUHSC_01262	CP000253.1	1216298	1217266	+	969	46551	37234	10894	71182	52177	53389
gene-SAOUHSC_01263	CP000253.1	1217620	1219179	+	1560	68338	67298	12532	121615	113956	105617
gene-SAOUHSC_01264	CP000253.1	1219476	1219691	-	216	1413	977	32	1527	1251	577
gene-SAOUHSC_01265	CP000253.1	1219865	1220662	+	798	5578	6100	1236	2498	2219	1682
gene-SAOUHSC_01266	CP000253.1	1220802	1222562	+	1761	9014	12729	2458	8559	7844	6311
gene-SAOUHSC_01267	CP000253.1	1222563	1223429	+	867	5989	8081	2180	5643	4752	4303
gene-SAOUHSC_01268	CP000253.1	1223523	1223816	+	294	586	784	46	238	211	158
gene-SAOUHSC_01269	CP000253.1	1223950	1225494	+	1545	10115	11579	1204	9441	6766	8333
gene-SAOUHSC_01270	CP000253.1	1225495	1225860	+	366	3433	5808	603	4321	3220	4015
gene-SAOUHSC_01271	CP000253.1	1225887	1226378	+	492	3706	3529	821	5106	3630	4258
gene-SAOUHSC_01272	CP000253.1	1226777	1229299	+	2523	5102	6534	935	4466	3198	3052
gene-SAOUHSC_01273	CP000253.1	1229312	1231321	+	2010	4629	6061	966	4549	2973	3319
gene-SAOUHSC_01274	CP000253.1	1231327	1231869	+	543	1390	2193	222	1504	973	1357
gene-SAOUHSC_01275	CP000253.1	1232334	1233152	+	819	28347	19831	11296	4820	3995	2672
gene-SAOUHSC_01276	CP000253.1	1233281	1234777	+	1497	12940	12243	3652	4393	4550	2994
gene-SAOUHSC_01278	CP000253.1	1234935	1236608	+	1674	63128	12998	7760	2512	2636	2036
gene-SAOUHSC_01279	CP000253.1	1236758	1237672	+	915	1685	1988	217	482	364	291
gene-SAOUHSC_01280	CP000253.1	1237690	1238625	+	936	2575	2237	277	1985	1719	1360
gene-SAOUHSC_01281	CP000253.1	1238640	1238873	+	234	1347	663	108	1272	1106	783
gene-SAOUHSC_01282	CP000253.1	1239095	1239571	-	477	3458	4073	970	2032	1822	1054
gene-SAOUHSC_01283	CP000253.1	1239683	1240921	+	1239	1912	2099	372	2620	2269	2090
gene-SAOUHSC_01284	CP000253.1	1240940	1242178	+	1239	2481	3046	353	4524	3590	3376
gene-SAOUHSC_01285	CP000253.1	1242421	1242789	+	369	9121	8069	671	2696	2618	1793
gene-SAOUHSC_01287	CP000253.1	1242808	1244148	+	1341	48133	41472	6412	16059	13829	11408
gene-SAOUHSC_01288	CP000253.1	1244641	1244838	+	198	126	78	18	93	78	79
gene-SAOUHSC_01289	CP000253.1	1245527	1245751	+	225	10	19	1	13	3	5
gene-SAOUHSC_01290	CP000253.1	1246045	1246251	+	207	120	111	10	60	41	73
gene-SAOUHSC_01291	CP000253.1	1246952	1247062	+	111	26	69	8	17	11	12
gene-SAOUHSC_01292	CP000253.1	1247490	1247675	+	186	73	101	2	90	72	71
gene-SAOUHSC_01293	CP000253.1	1248187	1248291	+	105	20	11	0	54	23	50
gene-SAOUHSC_01294	CP000253.1	1248246	1248419	+	174	9	10	1	14	4	12
gene-SAOUHSC_01295	CP000253.1	1248420	1248671	+	252	188	269	8	119	66	115
gene-SAOUHSC_01296	CP000253.1	1248717	1249301	+	585	130	109	35	93	73	63
gene-SAOUHSC_01297	CP000253.1	1249422	1249670	+	249	86	166	8	22	9	18
gene-SAOUHSC_01298	CP000253.1	1249705	1249827	+	123	0	3	0	4	3	2
gene-SAOUHSC_01299	CP000253.1	1249800	1249901	+	102	4	2	0	15	9	6
gene-SAOUHSC_01300	CP000253.1	1249947	1250213	+	267	17	11	0	22	7	14
gene-SAOUHSC_01301	CP000253.1	1250210	1250347	+	138	284	435	16	64	43	106
gene-SAOUHSC_01302	CP000253.1	1250550	1250684	+	135	172	225	101	76	44	37
gene-SAOUHSC_01303	CP000253.1	1250775	1251065	+	291	250	273	23	56	34	58
gene-SAOUHSC_01304	CP000253.1	1251076	1251270	+	195	678	345	28	375	188	239
